<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DHG,20161229,57.94,60.40,57.94,59.91,136050
DHG,20161228,57.94,58.50,57.76,58.49,49600
DHG,20161227,57.94,58.56,57.32,58.56,22490
DHG,20161226,58.86,58.86,57.94,58.74,8290
DHG,20161223,58.55,58.80,58.24,58.43,32420
DHG,20161222,58.87,58.87,57.94,58.06,14310
DHG,20161221,58.56,58.56,58.25,58.56,23010
DHG,20161220,59.48,59.48,58.55,58.56,57240
DHG,20161219,58.56,59.48,58.56,59.17,34400
DHG,20161216,58.44,58.81,58.25,58.56,32500
DHG,20161215,58.55,59.11,57.94,58.56,49930
DHG,20161214,57.02,58.87,57.02,58.80,68250
DHG,20161213,57.51,58.19,56.71,57.02,53870
DHG,20161212,56.40,59.05,56.40,57.94,53160
DHG,20161209,59.73,59.73,58.99,59.42,17980
DHG,20161208,59.18,59.73,58.56,59.73,20550
DHG,20161207,58.68,59.79,58.37,58.56,49180
DHG,20161206,59.79,60.40,58.74,58.74,55280
DHG,20161205,60.41,60.41,59.55,59.97,16400
DHG,20161202,60.41,60.41,59.79,60.41,36700
DHG,20161201,60.84,60.84,59.85,60.10,52700
DHG,20161130,60.53,60.71,59.48,60.53,39410
DHG,20161129,60.71,60.71,56.52,60.53,53430
DHG,20161128,61.64,61.64,60.16,60.71,40770
DHG,20161125,62.01,62.25,61.33,61.33,61990
DHG,20161124,60.22,62.56,60.22,62.07,196280
DHG,20161123,59.79,60.71,59.54,60.22,53470
DHG,20161122,60.10,60.40,59.48,60.28,94300
DHG,20161121,60.84,60.84,59.61,60.65,55080
DHG,20161118,61.64,61.64,60.34,60.90,38790
DHG,20161117,60.22,62.13,59.98,61.33,132510
DHG,20161116,59.48,60.10,59.17,60.10,57610
DHG,20161115,58.68,60.04,58.68,59.79,36950
DHG,20161114,59.79,60.22,58.56,59.30,18020
DHG,20161111,60.28,60.71,59.79,60.22,22880
DHG,20161110,60.65,60.65,59.79,60.34,31830
DHG,20161109,60.10,60.10,58.25,58.68,96970
DHG,20161108,60.71,60.71,59.79,60.10,27610
DHG,20161107,60.77,60.77,60.28,60.65,27770
DHG,20161104,59.85,61.08,59.85,60.71,42420
DHG,20161103,60.10,60.10,59.48,59.79,31160
DHG,20161102,60.40,61.02,60.10,60.10,26860
DHG,20161101,60.96,61.02,59.79,61.02,63300
DHG,20161031,61.58,61.95,60.72,60.71,39980
DHG,20161028,60.41,61.58,60.41,61.58,40070
DHG,20161027,60.96,60.96,60.10,60.53,20750
DHG,20161026,60.10,60.41,59.24,60.28,58560
DHG,20161025,59.18,60.35,57.94,60.10,55630
DHG,20161024,60.71,63.48,58.61,58.93,212670
DHG,20161021,66.08,66.94,62.26,62.25,164320
DHG,20161020,67.49,67.80,66.50,66.94,29320
DHG,20161019,66.32,67.67,66.26,67.49,75200
DHG,20161018,66.63,67.43,66.57,66.75,58580
DHG,20161017,68.42,68.42,67.19,67.49,10340
DHG,20161014,68.41,68.41,67.18,67.56,53940
DHG,20161013,68.35,68.35,66.81,67.86,21620
DHG,20161012,67.18,68.11,65.71,67.80,40550
DHG,20161011,66.69,67.18,64.78,66.63,133710
DHG,20161010,68.73,68.98,66.63,66.63,30810
DHG,20161007,69.28,69.34,65.95,68.73,156940
DHG,20161006,69.34,69.65,68.54,68.97,74300
DHG,20161005,68.42,70.27,68.42,69.03,86740
DHG,20161004,71.80,73.04,69.58,69.65,188990
DHG,20161003,69.34,72.11,69.15,71.68,206950
DHG,20160930,68.11,69.34,67.18,69.03,101510
DHG,20160929,67.18,68.72,67.06,67.86,211780
DHG,20160928,67.43,68.60,67.19,67.43,79550
DHG,20160927,68.11,68.97,67.43,68.11,149160
DHG,20160926,67.19,68.48,66.57,68.11,97580
DHG,20160923,67.25,67.74,65.95,66.57,62210
DHG,20160922,68.42,68.42,65.52,66.57,204190
DHG,20160921,70.02,70.02,67.80,68.42,130350
DHG,20160920,69.72,70.27,67.80,70.02,142820
DHG,20160919,69.10,72.12,69.10,70.27,153760
DHG,20160916,67.80,69.65,67.74,69.10,119460
DHG,20160915,65.34,68.42,65.34,67.80,188660
DHG,20160914,64.72,67.06,64.72,65.46,212090
DHG,20160913,64.04,64.72,62.99,64.41,86440
DHG,20160912,64.72,64.72,62.13,63.73,160830
DHG,20160909,63.49,67.19,63.49,64.72,359780
DHG,20160908,62.26,63.49,61.02,63.49,192760
DHG,20160907,59.79,63.49,59.48,61.64,232200
DHG,20160906,61.64,61.64,59.79,60.10,69890
DHG,20160905,61.02,61.64,60.72,61.33,146040
DHG,20160901,59.79,60.40,58.86,60.10,79920
DHG,20160831,59.48,59.48,57.94,59.48,79030
DHG,20160830,57.32,58.86,56.71,58.86,36770
DHG,20160829,58.86,59.17,57.63,57.63,141300
DHG,20160826,60.10,60.10,58.86,59.48,37390
DHG,20160825,60.40,60.40,58.56,59.48,64490
DHG,20160824,59.79,60.71,58.86,59.48,74440
DHG,20160823,59.17,59.79,57.94,59.17,145410
DHG,20160822,60.09,60.40,58.55,59.17,34110
DHG,20160819,61.64,61.64,57.94,59.17,126780
DHG,20160818,62.87,63.49,61.33,61.64,101480
DHG,20160817,62.87,63.48,61.63,63.49,101320
DHG,20160816,60.10,63.49,59.79,62.25,252000
DHG,20160815,59.78,59.78,58.86,59.48,31310
DHG,20160812,60.40,60.71,58.55,58.86,107760
DHG,20160811,57.33,59.18,57.02,59.17,74700
DHG,20160810,56.40,57.32,56.09,57.02,46530
DHG,20160809,54.86,55.78,54.55,55.78,31690
DHG,20160808,53.94,54.86,53.32,54.86,28470
DHG,20160805,53.63,53.63,53.01,53.32,44860
DHG,20160804,53.32,54.86,53.32,53.63,63130
DHG,20160803,54.24,54.55,53.63,53.63,51370
DHG,20160802,55.47,55.47,54.55,54.55,68240
DHG,20160801,57.02,57.02,55.17,55.78,87960
DHG,20160729,57.32,57.32,55.78,57.02,37200
DHG,20160728,57.32,57.32,55.78,57.32,35310
DHG,20160727,56.09,57.32,55.16,57.32,59190
DHG,20160726,55.78,55.78,53.93,55.78,80310
DHG,20160725,55.78,55.78,54.86,55.78,34300
DHG,20160722,57.32,57.32,55.16,55.78,154160
DHG,20160721,57.02,57.64,57.02,57.32,115870
DHG,20160720,57.01,57.94,57.01,57.02,69570
DHG,20160719,56.71,58.56,56.40,57.32,51260
DHG,20160718,56.71,58.56,55.79,56.71,51670
DHG,20160715,60.09,60.40,55.47,57.02,176680
DHG,20160714,62.25,62.25,59.17,59.17,186170
DHG,20160713,62.87,64.10,61.33,61.33,119190
DHG,20160712,61.63,62.87,60.09,62.25,153430
DHG,20160711,64.72,65.33,61.02,62.25,126640
DHG,20160708,64.72,66.57,64.11,64.10,162850
DHG,20160707,61.02,65.34,61.02,65.34,364470
DHG,20160706,61.02,61.33,60.10,61.33,212370
DHG,20160705,62.87,62.87,60.71,61.33,213520
DHG,20160704,62.25,64.10,62.25,62.25,234140
DHG,20160701,63.49,64.11,61.64,62.25,196660
DHG,20160630,61.63,64.10,61.33,63.49,166040
DHG,20160629,58.25,61.02,58.25,60.71,113420
DHG,20160628,55.78,59.48,55.78,58.25,304120
DHG,20160627,56.09,57.02,53.94,55.78,95560
DHG,20160624,57.94,57.94,53.93,56.71,202540
DHG,20160623,55.47,57.94,55.47,57.94,205520
DHG,20160622,53.63,54.86,53.63,54.55,153660
DHG,20160621,53.94,54.86,53.63,53.63,105970
DHG,20160620,52.39,53.62,52.08,53.32,29490
DHG,20160617,54.24,54.24,52.39,52.39,27120
DHG,20160616,54.24,55.47,53.93,54.24,49530
DHG,20160615,52.09,54.25,51.47,54.24,46370
DHG,20160614,51.16,51.77,50.23,51.78,85770
DHG,20160613,51.16,51.78,50.85,50.85,30610
DHG,20160610,48.08,51.16,48.08,51.16,101400
DHG,20160609,47.77,48.08,46.84,48.08,24450
DHG,20160608,47.77,47.77,47.46,47.46,13580
DHG,20160607,48.39,48.39,47.16,47.77,11240
DHG,20160606,48.39,48.39,47.46,48.08,6420
DHG,20160603,48.08,48.08,47.77,48.08,12380
DHG,20160602,47.15,48.07,47.15,47.77,9290
DHG,20160601,46.84,47.15,45.92,47.15,34460
DHG,20160531,47.15,47.46,46.84,46.84,15200
DHG,20160530,47.77,48.08,47.16,47.15,25990
DHG,20160527,47.16,48.08,47.16,48.08,8340
DHG,20160526,48.39,48.39,47.77,48.08,30030
DHG,20160525,48.39,48.39,48.08,48.39,9030
DHG,20160524,48.08,48.39,47.77,48.39,25340
DHG,20160523,49.62,49.62,48.08,48.08,60570
DHG,20160520,50.24,50.24,49.31,49.62,13100
DHG,20160519,50.23,50.23,49.92,49.93,42230
DHG,20160518,50.54,50.54,49.92,50.54,23830
DHG,20160517,51.16,51.16,50.24,50.54,41960
DHG,20160516,50.24,50.83,49.94,50.24,42580
DHG,20160513,49.94,50.53,49.94,50.24,26160
DHG,20160512,50.83,50.83,49.94,49.94,25660
DHG,20160511,50.24,50.83,50.24,50.53,51680
DHG,20160510,50.53,50.53,49.64,50.24,24820
DHG,20160509,51.12,51.12,50.23,50.53,22060
DHG,20160506,50.53,51.42,50.53,50.53,28410
DHG,20160505,50.53,51.71,50.53,51.42,75660
DHG,20160504,49.64,49.94,49.35,49.94,11100
DHG,20160429,50.53,50.53,49.64,49.94,30890
DHG,20160428,50.53,50.53,49.94,50.53,20760
DHG,20160427,50.83,51.13,50.24,50.53,60400
DHG,20160426,49.94,50.83,49.35,50.83,64580
DHG,20160425,50.53,50.53,49.94,49.94,34630
DHG,20160422,50.83,50.83,49.94,50.53,26560
DHG,20160421,50.24,50.53,49.64,50.24,65360
DHG,20160420,49.94,50.53,49.05,49.94,114210
DHG,20160419,51.42,51.72,49.35,49.35,156620
DHG,20160415,53.78,53.78,52.60,52.90,98060
DHG,20160414,54.37,54.37,53.19,53.19,37600
DHG,20160413,54.37,55.55,53.78,54.37,113810
DHG,20160412,54.96,54.96,53.78,53.78,67670
DHG,20160411,53.20,55.26,53.20,54.37,152590
DHG,20160408,50.53,53.79,49.94,52.90,189310
DHG,20160407,51.42,52.31,50.53,50.83,66120
DHG,20160406,50.53,51.42,50.53,51.42,24610
DHG,20160405,49.94,50.83,49.94,50.83,21580
DHG,20160404,49.65,50.54,49.65,50.24,18720
DHG,20160401,49.06,49.95,49.06,49.65,29250
DHG,20160331,51.12,51.41,48.46,49.65,135720
DHG,20160330,51.42,51.72,50.83,51.71,30750
DHG,20160329,50.83,52.30,50.23,51.42,116900
DHG,20160328,49.94,50.83,49.64,50.53,35410
DHG,20160325,50.23,50.53,49.94,50.53,37370
DHG,20160324,52.31,52.31,50.83,51.12,44430
DHG,20160323,49.65,51.42,49.06,51.42,133060
DHG,20160322,49.05,49.94,48.76,49.06,48420
DHG,20160321,50.24,50.24,49.06,49.35,59910
DHG,20160318,50.83,50.83,49.65,50.24,60980
DHG,20160317,49.35,50.24,49.05,50.24,76710
DHG,20160316,50.83,50.83,49.35,49.35,42700
DHG,20160315,50.23,50.23,49.35,50.24,88120
DHG,20160314,51.12,51.12,50.23,50.53,59810
DHG,20160311,51.42,51.72,50.53,51.12,49070
DHG,20160310,50.83,51.42,50.24,51.42,55540
DHG,20160309,50.54,50.83,49.35,50.83,50610
DHG,20160308,48.47,50.83,48.47,49.65,105740
DHG,20160307,51.42,52.01,49.65,50.24,91680
DHG,20160304,50.83,52.60,50.53,51.42,83980
DHG,20160303,52.90,52.90,51.42,51.42,49190
DHG,20160302,52.60,53.19,52.30,52.60,56970
DHG,20160301,53.20,53.20,52.31,52.60,80390
DHG,20160229,51.72,53.49,51.42,52.90,91090
DHG,20160226,49.35,51.42,49.05,51.42,116260
DHG,20160225,49.06,49.95,49.06,49.35,106930
DHG,20160224,49.06,49.36,48.76,49.06,56500
DHG,20160223,49.06,49.95,48.76,49.06,120270
DHG,20160222,46.69,49.05,46.39,49.06,118570
DHG,20160219,46.69,46.69,46.10,46.69,75100
DHG,20160218,48.17,48.17,46.39,46.69,107290
DHG,20160217,46.69,49.05,46.69,47.28,219480
DHG,20160216,44.33,47.29,44.33,46.69,156840
DHG,20160215,44.03,44.32,43.14,44.33,73480
DHG,20160205,43.14,44.03,43.14,43.14,66540
DHG,20160204,43.44,44.03,43.14,43.14,38170
DHG,20160203,41.97,44.03,41.97,43.14,85390
DHG,20160202,39.30,41.96,38.41,41.67,59620
DHG,20160201,39.01,39.90,39.01,39.30,5000
DHG,20160129,37.82,39.00,37.82,39.01,17550
DHG,20160128,37.53,37.82,36.64,37.23,16190
DHG,20160127,37.23,37.53,36.64,37.23,4990
DHG,20160126,37.53,37.53,36.05,37.23,13420
DHG,20160125,37.53,37.83,37.24,37.53,2620
DHG,20160122,37.24,37.24,36.94,36.94,11510
DHG,20160121,37.24,37.24,35.46,36.94,20060
DHG,20160120,36.93,37.23,36.34,36.94,4100
DHG,20160119,36.05,37.83,36.05,37.23,20650
DHG,20160118,37.53,37.53,36.34,36.35,10670
DHG,20160115,37.82,37.82,37.23,37.23,20380
DHG,20160114,38.13,38.13,37.24,37.23,32020
DHG,20160113,38.13,38.13,37.83,37.83,9400
DHG,20160112,37.53,37.83,37.53,37.83,7940
DHG,20160111,38.42,38.42,37.83,37.83,2170
DHG,20160108,38.42,38.42,37.83,38.42,7010
DHG,20160107,39.01,39.01,37.53,38.42,2970
DHG,20160106,38.42,38.72,38.42,38.42,8990
DHG,20160105,39.01,39.30,38.41,38.42,2140
DHG,20160104,39.00,39.00,38.71,38.71,20800
DHG,20151231,39.00,39.30,39.00,39.30,15170
DHG,20151230,39.30,39.30,38.71,39.30,11610
DHG,20151229,38.42,38.71,38.42,38.71,10010
DHG,20151228,39.01,39.01,38.12,38.12,4240
DHG,20151225,37.23,38.71,37.23,38.42,1820
DHG,20151224,39.01,39.01,38.71,38.71,3900
DHG,20151223,39.01,39.01,39.01,39.01,4520
DHG,20151222,39.01,39.31,38.72,39.01,9450
DHG,20151221,39.30,39.30,38.41,38.42,9870
DHG,20151218,39.30,39.30,38.41,39.30,14120
DHG,20151217,37.83,38.72,37.83,38.71,10420
DHG,20151216,37.53,37.83,37.53,37.83,35120
DHG,20151215,38.12,38.12,37.53,37.83,6970
DHG,20151214,38.72,38.72,37.53,37.53,14300
DHG,20151211,37.53,38.12,37.53,37.83,7460
DHG,20151210,38.41,38.41,37.53,37.53,39000
DHG,20151209,39.31,39.31,38.71,38.71,6630
DHG,20151208,38.72,39.01,38.42,39.01,15020
DHG,20151207,39.30,39.30,38.41,38.42,5530
DHG,20151204,39.60,39.60,39.01,39.30,5110
DHG,20151203,38.71,39.60,38.71,39.60,8930
DHG,20151202,39.60,39.60,39.30,39.60,4250
DHG,20151201,39.01,39.60,38.71,39.60,14430
DHG,20151130,39.30,39.60,39.00,39.01,12940
DHG,20151127,39.60,39.90,39.30,39.30,15050
DHG,20151126,39.60,40.19,39.60,39.60,25210
DHG,20151125,40.19,40.49,39.60,39.60,6720
DHG,20151124,40.79,40.79,40.19,40.49,15090
DHG,20151123,41.08,41.08,40.48,40.49,10510
DHG,20151120,40.78,41.08,40.19,40.78,4300
DHG,20151119,40.78,40.78,40.48,40.78,4220
DHG,20151118,40.19,40.78,40.19,40.78,7390
DHG,20151117,41.08,41.38,40.19,40.19,25350
DHG,20151116,41.08,41.08,40.49,40.49,21460
DHG,20151113,41.08,41.08,40.19,41.08,19520
DHG,20151112,41.37,41.37,40.78,41.08,5730
DHG,20151111,41.07,41.67,41.07,41.67,20660
DHG,20151110,40.78,41.37,40.78,41.37,23500
DHG,20151109,40.78,41.67,40.78,41.67,45570
DHG,20151106,40.19,41.67,40.19,40.78,24760
DHG,20151105,40.49,40.49,39.90,40.19,13110
DHG,20151104,40.49,41.08,40.19,40.49,88490
DHG,20151103,41.08,41.08,40.49,41.08,39020
DHG,20151102,41.96,41.96,40.78,41.08,15720
DHG,20151030,41.96,42.26,41.67,41.96,26140
DHG,20151029,40.49,42.56,40.49,42.26,102320
DHG,20151028,40.49,40.49,40.19,40.49,5800
DHG,20151027,40.49,40.49,40.19,40.49,12440
DHG,20151026,41.08,41.08,40.19,40.49,20190
DHG,20151023,40.78,41.37,40.78,41.08,11060
DHG,20151022,40.78,40.78,40.48,40.78,8660
DHG,20151021,40.19,40.78,40.19,40.78,33580
DHG,20151020,40.19,40.78,40.19,40.19,13180
DHG,20151019,40.19,40.19,39.89,40.19,33640
DHG,20151016,39.90,40.19,39.60,39.89,42160
DHG,20151015,39.60,39.90,39.60,39.60,31070
DHG,20151014,40.19,40.19,39.60,39.60,57860
DHG,20151013,40.19,40.19,39.59,40.19,68260
DHG,20151012,41.08,41.38,39.90,39.89,15130
DHG,20151009,41.38,41.38,40.78,41.08,35450
DHG,20151008,40.48,41.67,40.19,41.08,35300
DHG,20151007,42.85,42.85,40.78,41.37,40010
DHG,20151006,41.97,43.15,41.97,42.55,97910
DHG,20151005,39.60,41.37,39.60,41.08,71320
DHG,20151002,39.89,39.89,39.30,39.60,9670
DHG,20151001,39.30,39.30,39.00,39.30,27220
DHG,20150930,38.72,39.31,38.72,39.30,34210
DHG,20150929,39.01,39.01,38.12,38.42,46140
DHG,20150928,38.71,39.01,38.41,39.01,29620
DHG,20150925,38.72,38.72,38.42,38.71,19930
DHG,20150924,39.01,39.01,38.42,38.42,42120
DHG,20150923,38.42,38.72,38.12,38.42,21010
DHG,20150922,38.12,38.42,37.82,38.42,36010
DHG,20150921,38.41,38.41,38.12,38.12,35110
DHG,20150918,38.13,38.72,38.13,38.71,22530
DHG,20150917,38.12,38.12,37.82,37.83,9090
DHG,20150916,38.12,38.42,37.82,38.12,15520
DHG,20150915,38.42,38.42,38.12,38.12,10060
DHG,20150914,38.72,38.72,38.12,38.42,34990
DHG,20150911,38.71,39.01,38.12,38.42,38510
DHG,20150910,39.31,39.31,38.12,38.12,56690
DHG,20150909,39.01,39.31,38.71,39.01,58800
DHG,20150908,39.00,39.30,38.71,39.01,45220
DHG,20150907,39.60,40.78,39.00,39.30,14450
DHG,20150904,39.01,39.60,39.01,39.30,34460
DHG,20150903,40.19,40.19,39.01,39.01,50760
DHG,20150901,41.37,41.37,40.78,40.78,15570
DHG,20150831,42.56,42.56,41.37,41.67,10280
DHG,20150828,41.96,41.96,41.37,41.67,12860
DHG,20150827,40.19,42.26,40.19,41.96,23680
DHG,20150826,37.82,39.60,37.53,39.60,13660
DHG,20150825,37.23,39.60,37.23,38.12,32720
DHG,20150824,41.37,41.37,38.71,38.71,91030
DHG,20150821,42.55,42.85,40.19,41.37,66170
DHG,20150820,42.84,42.84,42.25,42.85,40070
DHG,20150819,42.84,43.14,42.55,43.14,10090
DHG,20150818,43.44,43.44,42.55,43.14,24010
DHG,20150817,43.14,43.44,42.84,43.44,18620
DHG,20150814,43.74,43.74,43.15,43.14,36630
DHG,20150813,43.44,44.03,43.14,43.74,23680
DHG,20150812,44.03,44.33,43.14,44.03,20090
DHG,20150811,44.33,44.62,44.03,44.03,28950
DHG,20150810,43.74,44.04,43.74,44.03,35640
DHG,20150807,44.33,44.33,43.44,43.74,35740
DHG,20150806,43.74,44.33,43.44,43.44,36720
DHG,20150805,43.74,44.04,43.74,43.74,24740
DHG,20150804,42.85,43.74,42.85,43.74,31960
DHG,20150803,43.74,43.74,42.85,42.85,55980
DHG,20150731,44.33,44.92,43.74,43.74,22790
DHG,20150730,45.22,45.22,44.33,44.92,22130
DHG,20150729,45.51,45.81,44.33,44.33,119550
DHG,20150728,46.69,46.98,45.51,45.51,93930
DHG,20150727,48.17,48.47,47.28,47.28,56380
DHG,20150724,46.69,48.76,46.69,47.58,115140
DHG,20150723,43.44,46.09,43.44,46.10,388000
DHG,20150722,43.74,43.74,43.15,43.14,64400
DHG,20150721,43.74,44.04,43.74,43.74,70460
DHG,20150720,43.44,43.74,43.14,43.74,35040
DHG,20150717,43.44,43.74,43.14,43.44,34690
DHG,20150716,43.74,43.74,42.56,43.44,26710
DHG,20150715,43.74,43.74,43.14,43.74,34980
DHG,20150714,43.44,44.03,43.14,43.44,71350
DHG,20150713,43.74,43.74,43.14,43.14,19600
DHG,20150710,43.74,43.74,43.14,43.44,31340
DHG,20150709,42.55,44.03,42.55,43.44,109080
DHG,20150708,43.14,43.44,42.84,43.14,120250
DHG,20150707,43.74,43.74,43.14,43.14,87800
DHG,20150706,44.03,44.03,43.14,43.44,90520
DHG,20150703,43.73,43.73,42.84,43.44,112860
DHG,20150702,43.74,43.74,43.14,43.14,70680
DHG,20150701,43.44,43.74,43.14,43.44,116410
DHG,20150630,43.74,44.33,43.44,43.44,52140
DHG,20150629,44.04,44.92,43.74,44.33,94440
DHG,20150626,43.74,44.92,43.74,43.74,139120
DHG,20150625,43.44,44.04,43.44,43.74,25680
DHG,20150624,43.44,44.03,43.44,43.74,32730
DHG,20150623,42.84,43.44,42.84,43.14,26890
DHG,20150622,43.14,43.44,42.84,43.14,23520
DHG,20150619,42.55,43.14,42.55,43.14,21640
DHG,20150618,42.84,43.14,42.84,43.14,22650
DHG,20150617,43.74,43.74,42.85,43.14,18590
DHG,20150616,42.85,43.15,42.55,42.85,26900
DHG,20150615,43.44,43.44,42.85,42.85,4890
DHG,20150612,43.74,43.74,42.56,43.74,14780
DHG,20150611,43.74,44.04,43.44,43.74,24930
DHG,20150610,44.03,44.03,43.73,43.74,37240
DHG,20150609,42.55,43.44,42.55,43.14,35140
DHG,20150608,43.14,43.14,42.55,42.85,23240
DHG,20150605,42.85,43.44,42.55,42.55,6370
DHG,20150604,42.55,43.15,42.55,42.85,3120
DHG,20150603,42.85,42.85,42.85,42.85,3290
DHG,20150602,42.26,42.85,42.26,42.85,6990
DHG,20150601,43.44,43.44,42.55,42.85,18000
DHG,20150529,44.04,44.04,43.15,43.14,14930
DHG,20150528,44.33,44.92,43.74,43.74,22730
DHG,20150527,43.74,44.33,43.44,44.33,22000
DHG,20150526,44.92,44.92,44.33,44.33,18220
DHG,20150525,43.14,44.91,43.14,44.92,11470
DHG,20150522,43.14,43.14,42.55,43.14,23680
DHG,20150521,43.73,43.73,41.96,43.44,30520
DHG,20150520,42.26,43.44,42.26,43.14,15460
DHG,20150519,41.96,42.26,41.66,42.26,9600
DHG,20150518,43.14,43.14,41.96,41.96,25290
DHG,20150515,43.15,43.74,42.56,43.14,28130
DHG,20150514,42.55,44.32,42.25,44.33,19020
DHG,20150513,42.25,43.44,42.25,43.14,10570
DHG,20150512,44.92,44.92,43.15,43.14,37670
DHG,20150511,45.51,45.51,44.62,44.92,17370
DHG,20150508,46.99,47.28,46.10,46.10,6720
DHG,20150507,45.82,46.10,44.96,46.10,35000
DHG,20150506,46.10,46.10,45.53,46.10,21900
DHG,20150505,47.81,47.81,45.53,46.10,34130
DHG,20150504,47.81,48.09,46.10,47.81,29380
DHG,20150427,49.23,49.23,47.80,47.81,7580
DHG,20150424,49.51,49.51,48.66,49.51,4480
DHG,20150423,48.09,50.08,48.09,49.51,6430
DHG,20150422,48.94,48.94,48.37,48.66,1680
DHG,20150421,48.37,48.94,48.37,48.94,4870
DHG,20150420,48.94,48.94,48.37,48.37,7050
DHG,20150417,48.38,48.94,48.38,48.94,15870
DHG,20150416,47.81,48.66,47.24,48.66,16160
DHG,20150415,47.24,47.81,47.24,47.81,3930
DHG,20150414,48.37,48.37,47.23,47.81,16920
DHG,20150413,49.23,49.51,48.37,48.37,41600
DHG,20150410,49.80,49.80,49.23,49.51,5290
DHG,20150409,49.52,49.80,49.52,49.80,1070
DHG,20150408,50.08,50.08,49.51,49.80,1570
DHG,20150407,50.08,50.08,49.51,50.08,4500
DHG,20150406,50.65,50.65,49.52,50.08,3890
DHG,20150403,50.37,50.37,50.09,50.37,2330
DHG,20150402,50.37,50.37,49.80,50.37,11180
DHG,20150401,50.66,50.66,48.95,50.65,6520
DHG,20150331,50.65,50.94,50.37,50.94,13140
DHG,20150330,51.22,51.22,50.65,51.22,470
DHG,20150327,51.22,51.22,50.94,51.22,4620
DHG,20150326,50.65,51.22,50.65,51.22,760
DHG,20150325,51.22,51.22,50.65,50.65,7080
DHG,20150324,51.22,51.22,50.65,51.22,4070
DHG,20150323,50.93,51.22,50.93,51.22,6480
DHG,20150320,51.22,51.50,51.22,51.50,2200
DHG,20150319,51.22,51.79,51.22,51.50,2740
DHG,20150318,51.50,51.79,51.22,51.22,9100
DHG,20150317,52.36,52.36,51.22,52.07,15440
DHG,20150316,52.35,52.35,52.07,52.36,2470
DHG,20150313,51.79,52.07,51.51,52.07,2280
DHG,20150312,52.35,52.35,51.79,51.79,8230
DHG,20150311,51.79,52.36,51.79,52.07,7990
DHG,20150310,52.07,52.36,52.07,52.36,4680
DHG,20150309,52.64,52.64,52.08,52.64,20790
DHG,20150306,52.36,52.64,52.36,52.36,17760
DHG,20150305,52.36,52.64,52.36,52.64,14800
DHG,20150304,52.36,52.64,52.36,52.36,10950
DHG,20150303,51.79,52.35,51.79,52.36,18140
DHG,20150302,52.07,52.36,52.07,52.07,13830
DHG,20150227,52.07,52.07,51.79,51.79,660
DHG,20150226,52.07,52.07,51.79,51.79,6140
DHG,20150225,52.35,52.35,51.50,51.79,8870
DHG,20150224,52.36,52.36,51.79,52.07,17810
DHG,20150213,52.93,52.93,52.65,52.93,240
DHG,20150212,51.79,52.93,51.79,52.93,8250
DHG,20150211,51.79,52.64,51.79,52.36,1840
DHG,20150210,52.64,52.64,52.07,52.07,7200
DHG,20150209,53.21,53.21,52.36,52.64,6450
DHG,20150206,52.36,52.93,52.36,52.64,8650
DHG,20150205,52.36,52.64,52.36,52.36,3140
DHG,20150204,51.79,52.36,51.22,52.36,8130
DHG,20150203,52.36,52.65,51.22,51.22,13720
DHG,20150202,53.21,53.21,52.93,52.93,18110
DHG,20150130,53.21,53.21,52.36,52.93,21470
DHG,20150129,53.49,53.49,52.64,52.93,27460
DHG,20150128,52.36,53.21,52.36,52.64,14310
DHG,20150127,51.22,52.36,51.22,52.36,20650
DHG,20150126,51.22,52.93,50.94,52.36,22840
DHG,20150123,52.64,53.21,51.22,51.22,26920
DHG,20150122,52.36,52.65,52.36,52.64,11060
DHG,20150121,53.21,53.21,52.36,52.93,1880
DHG,20150120,52.92,52.92,52.64,52.93,3360
DHG,20150119,52.36,52.92,52.36,52.64,1760
DHG,20150116,53.21,53.21,52.65,52.64,1500
DHG,20150115,53.22,53.22,52.36,52.93,3620
DHG,20150114,53.78,53.78,52.65,53.50,9840
DHG,20150113,53.49,53.49,52.64,52.93,1580
DHG,20150112,52.93,52.93,52.65,52.64,2980
DHG,20150109,53.50,53.50,52.93,53.50,6720
DHG,20150108,53.50,53.50,52.93,53.50,2430
DHG,20150107,54.07,54.07,52.93,53.50,2410
DHG,20150106,53.50,54.07,53.50,54.07,250
DHG,20150105,54.63,54.63,52.92,54.07,1160
DHG,20141231,53.50,54.64,52.36,54.63,17560
DHG,20141230,51.79,52.93,51.22,52.93,6220
DHG,20141229,49.51,52.93,49.51,52.36,5530
DHG,20141226,52.36,52.93,51.79,51.79,2030
DHG,20141225,51.79,52.92,51.79,52.93,6680
DHG,20141224,52.36,52.93,51.51,52.64,890
DHG,20141223,52.93,53.50,52.36,52.93,14510
DHG,20141222,52.35,52.92,52.35,52.93,3490
DHG,20141219,52.93,52.93,52.07,52.07,3260
DHG,20141218,52.64,52.64,51.51,51.79,2520
DHG,20141217,52.08,52.36,51.22,52.36,26610
DHG,20141216,52.64,52.64,51.79,52.36,14470
DHG,20141215,52.64,52.92,51.79,52.07,12690
DHG,20141212,52.93,52.93,52.65,52.64,11510
DHG,20141211,52.93,53.21,52.65,52.93,21360
DHG,20141210,52.36,52.93,52.36,52.93,7570
DHG,20141209,53.21,53.21,52.64,52.93,31460
DHG,20141208,53.21,53.21,52.93,53.21,43060
DHG,20141205,53.21,53.21,52.93,53.21,26180
